單字,詞性,詞根,中文解釋,例句1,例句2
disciple,n.,dis- apart; -cip- take,門徒; 信徒,He was a disciple of the philosopher.,The teacher had many disciples.
disciplinary,adj.,dis- apart; -cip- take; -ary pertaining to,紀律的; 懲戒的,He faced disciplinary action.,The school has strict disciplinary rules.
disclosure,n.,dis- apart; close- close; -ure act/state of,揭露; 公開,The disclosure of the secret caused a scandal.,They demanded full disclosure.
discomfort,n./v.,dis- not; comfort- comfort,不適; 不安; 使不適,He felt discomfort in his stomach.,The tight shoes caused him discomfort.
discreet,adj.,dis- apart; -creet- separate,謹慎的; 不顯眼的,He was very discreet about his private life.,She made a discreet inquiry.
disgrace,n./v.,dis- not; grace- grace,恥辱; 丟臉; 使蒙羞,He brought disgrace upon his family.,His actions disgraced the team.
dismay,n./v.,dis- not; may- power,沮喪; 驚慌; 使沮喪,She heard the news with dismay.,The news dismayed him.
dispensable,adj.,dis- apart; -pens- weigh; -able capable of,可有可無的; 不必要的,Some luxuries are dispensable.,His role in the project was dispensable.
dispense,v.,dis- apart; -pens- weigh,分發; 配藥,The machine dispenses drinks.,The pharmacist dispensed the medicine.
disposable,adj./n.,dis- apart; -pos- put; -able capable of,一次性的; 可支配的,Disposable cups are convenient.,He used a disposable razor.
disposal,n.,dis- apart; -pos- put; -al act/state of,處理; 處置,Waste disposal is a major problem.,The old car was sent for disposal.
dispose,v.,dis- apart; -pos- put,處理; 處置,Dispose of your rubbish properly.,He disposed of the evidence.
dissent,n.,dis- apart; -sent- feel,異議; 不同意,There was some dissent among the members.,He expressed his dissent.
distraction,n.,dis- apart; -tract- draw; -ion act/state of,分心; 分散注意力的事物,Loud music is a distraction when studying.,He used humor as a distraction.
distress,n./v.,dis- apart; -stress- draw tight,痛苦; 苦惱; 使痛苦,She was in great distress.,The news distressed her.
disturbance,n.,dis- apart; -turb- disturb; -ance state/quality,騷亂; 打擾,There was a disturbance in the street.,He apologized for the disturbance.
diversify,v.,di- apart; -vers- turn; -fy make,使多樣化; 拓展,The company decided to diversify its products.,Farmers diversified their crops.
diversion,n.,di- apart; -vers- turn; -ion act/state of,轉移; 娛樂,The police created a diversion.,Reading is a pleasant diversion.
divert,v.,di- apart; -vert- turn,轉移; 轉向,They diverted the traffic.,He tried to divert her attention.
dividend,n.,di- apart; -vid- divide; -end result,股息; 紅利,The company paid a dividend to its shareholders.,He received a dividend from his investments.
doom,n./v.,doom- judgment,厄運; 命運; 註定,The city was doomed to destruction.,He predicted their doom.
dormitory/dorm,n.,dorm- sleep; -itory place,宿舍,She lives in a dormitory.,He stayed in a dorm during college.
downward,adj.,down- down; ward- direction,向下的; 下降的,The stock market showed a downward trend.,He looked at the downward slope.
downward/downwards,adv.,down- down; ward- direction,向下; 往下,The ball rolled downwards.,He looked downward.
doze,v./n.,doze- sleep,打瞌睡; 小睡,He dozed off during the lecture.,She had a short doze.
drastic,adj.,drast- act,劇烈的; 嚴厲的,They took drastic measures.,The company made drastic cuts.
draught,n.,draw- pull,氣流; 草稿,There was a cold draught from the window.,He made a rough draught of the letter.
dresser,n.,dress- dress; -er agent,梳妝檯; 碗櫃,She sat at her dresser.,He put his clothes in the dresser.
dressing,n.,dress- dress; -ing act/state of,調味汁; 敷料,She made a salad dressing.,The nurse changed the dressing on his wound.
dual,adj.,du- two,雙重的; 兩部分的,He has dual nationality.,The car has dual airbags.
dubious,adj.,dub- doubt; -ious full of,可疑的; 不確定的,He made a dubious claim.,I'm dubious about his chances of success.
duration,n.,dur- hard/last; -ation act/state of,持續時間; 期間,The duration of the flight was 10 hours.,He worked for the duration of the project.
dusk,n.,dusk- dark,黃昏; 傍晚,They met at dusk.,The sky was dark at dusk.
dwarf,n./v.,dwarf- small,侏儒; 矮小的; 使顯得矮小,He was a dwarf.,The tall buildings dwarfed the old houses.
dwell,v.,dwell- linger,居住; 存在於,He dwells in a small cottage.,The thought dwelled in his mind.
dwelling,n.,dwell- linger; -ing act/state of,住處; 住所,They found a new dwelling.,The village consisted of simple dwellings.
eccentric,adj./n.,ec- out; -centr- center; -ic pertaining to,古怪的; 反常的; 古怪的人,He is an eccentric old man.,Her eccentric behavior surprised everyone.
eclipse,n./v.,ec- out; -lip- leave,日食; 月食; 使黯然失色,There was a solar eclipse.,The new discovery eclipsed all previous theories.
edible,adj.,ed- eat; -ible capable of,可食用的,The berries are edible.,Are these mushrooms edible?
editorial,adj./n.,edit- edit; -orial pertaining to,社論的; 編輯的; 社論,He wrote an editorial for the newspaper.,The editorial criticized the government.
electrician,n.,electr- electricity; -ician person,電工,We called an electrician to fix the wiring.,The electrician repaired the fault.
elevate,v.,e- out; -lev- light; -ate make/cause to be,舉起; 提升,They elevated him to the position of director.,The platform elevated the stage.
emigrant,n.,e- out; -migr- wander; -ant person,移民; 移居者,Many emigrants left their home country.,He was an emigrant from Ireland.
emigrate,v.,e- out; -migr- wander; -ate make/cause to be,移居; 移民,He emigrated to Canada.,They decided to emigrate.
emigration,n.,e- out; -migr- wander; -ation act/state of,移居; 移民,The country experienced a wave of emigration.,Emigration rates increased.
encyclopedia,n.,en- in; cyclo- circle; ped- child,百科全書,He looked up the word in the encyclopedia.,The encyclopedia contains a wealth of information.
endeavor,n./v.,en- in; de- down; -vor- see,努力; 盡力,He made every endeavor to succeed.,They endeavored to finish the project on time.
endowment,n.,en- in; -dow- give; -ment result of,捐贈; 天賦,The university received a large endowment.,She has a natural endowment for music.
endurance,n.,en- in; -dur- hard/last; -ance state/quality,忍耐力; 持久力,He showed great endurance in the marathon.,Her endurance was tested.
enhance(ment),v./(n.),en- in; -hance- raise,提高; 增強,The new features enhance the user experience.,The enhancement of security was a priority.
enlighten(ment),v./(n.),en- in; light- light; -en make,啟發; 啟蒙,He enlightened me on the subject.,The Enlightenment was a period of intellectual growth.
enrich(ment),v./(n.),en- in; rich- rich; -en make,使富裕; 豐富,Travel can enrich your life.,The enrichment of uranium is a complex process.
enroll(ment),v./(n.),en- in; -roll- roll,招收; 註冊,He enrolled in a language course.,The enrollment for the class was high.
equalize,v.,equ- equal; -al- pertaining to; -ize make,使相等; 均衡,They tried to equalize opportunities.,The goal equalized the score.
equate,v.,equ- equal; -ate make/cause to be,使相等; 等同,You can't equate money with happiness.,He equated success with wealth.
escort,n./v.,es- out; -cort- court,護送; 陪同,He acted as her escort.,The police escorted the prisoner.
esteem,n./v.,es- out; -teem- value,尊重; 敬重,He held her in high esteem.,She was esteemed for her honesty.
eternity,n.,etern- eternal; -ity state/quality,永恆; 永世,They believed in life after eternity.,He promised to love her for eternity.
evacuate,v.,e- out; -vac- empty; -ate make/cause to be,疏散; 撤離,They evacuated the building.,The residents were evacuated from the area.
evergreen,adj./n.,ever- always; green- green,常綠的; 常綠植物,Pine trees are evergreen.,The garden was full of evergreens.
evoke,v.,e- out; -voke- call,喚起; 引起,The music evoked memories of her childhood.,His speech evoked strong emotions.
examinee,n.,ex- out; -amin- examine; -ee person,考生; 受檢查者,The examinees waited for their results.,The examinee answered the questions.
examiner,n.,ex- out; -amin- examine; -er person,主考人; 檢查員,The examiner marked the papers.,The examiner asked difficult questions.
excel,v.,ex- out; -cel- rise,擅長; 突出,She excels at mathematics.,He excels in sports.
excerpt,n./v.,ex- out; -cerpt- pluck,摘錄; 節選,He read an excerpt from the book.,She excerpted a passage from the novel.
excess,adj./n.,ex- out; -cess- go,過量的; 過度; 過量,He ate an excess amount of food.,There was an excess of supply over demand.
exclusion,n.,ex- out; -clus- shut; -ion act/state of,排除; 排斥,The exclusion of women from the club was criticized.,They demanded the exclusion of certain items.
exempt,adj.,ex- out; -empt- take,被免除的; 豁免的,He was exempt from military service.,The goods are exempt from tax.
exert,v.,ex- out; -sert- join,施加; 運用,He exerted all his strength.,She exerted her influence.
expenditure,n.,ex- out; -pend- weigh; -iture act/state of,開支; 費用,The company reduced its expenditure.,Government expenditure on education increased.
expiration,n.,ex- out; -spir- breathe; -ation act/state of,期滿; 終止,The expiration date of the milk is tomorrow.,The expiration of his contract.
expire,v.,ex- out; -spir- breathe,期滿; 終止,His passport expires next month.,The contract expired.
extract,n./v.,ex- out; -tract- draw,提取物; 摘錄; 提取,She used a vanilla extract.,He extracted a tooth.
extracurricular,adj.,extra- outside; curricul- course; -ar pertaining to,課外的; 業餘的,She participates in many extracurricular activities.,He joined an extracurricular club.
eyelash/lash,n.,eye- eye; lash- lash,睫毛,She has long eyelashes.,The horse flicked its lash.
eyelid,n.,eye- eye; lid- lid,眼瞼,She closed her eyelids.,He had heavy eyelids.
eyesight,n.,eye- eye; sight- sight,視力,His eyesight is poor.,She has excellent eyesight.
fable,n.,fab- speak,寓言; 傳說,He told a fable about a fox and grapes.,Aesop's Fables are well-known.
faction,n.,fact- make; -ion act/state of,派系; 派別,There were several factions within the party.,A small faction opposed the plan.
Fahrenheit,n.,Fahrenheit- Daniel Gabriel Fahrenheit,華氏度,The temperature is 70 degrees Fahrenheit.,Water boils at 212 degrees Fahrenheit.
falter,v.,falter- stumble,蹣跚; 支吾,His voice faltered.,The economy began to falter.
familiarity,n.,famil- family; -iar- pertaining to; -ity state/quality,熟悉; 親密,He has a good familiarity with the subject.,Their familiarity bred contempt.
fascination,n.,fascin- charm; -ation act/state of,魅力; 迷戀,She had a fascination with ancient Egypt.,His stories held a strange fascination.
feasible,adj.,feas- do; -ible capable of,可行的; 可能的,The plan is technically feasible.,It's a feasible solution.
feeble,adj.,feeble- weak,虛弱的; 微弱的,He was old and feeble.,The light was feeble.
feminine,adj./n.,fem- woman; -ine pertaining to,女性的; 陰性的; 女性,She has a very feminine voice.,The word is of feminine gender.
fertility,n.,fer- bear/carry; -ility state/quality,肥沃; 生育力,The fertility of the soil was excellent.,They were concerned about declining fertility rates.
fertilizer,n.,fer- bear/carry; -ize make; -er agent,肥料,Farmers use fertilizer to improve crops.,He spread fertilizer on the lawn.
fianc./fiance,n.,fianc- trust,未婚夫/妻,She introduced her fiancé.,He is engaged to his fiancée.
fin,n.,fin- end,鰭,The fish swam with its fins.,The shark's fin was visible.
finite,adj.,fin- end; -ite pertaining to,有限的; 限定的,Life is finite.,The earth has finite resources.
firecracker,n.,fire- fire; crack- break; -er agent,爆竹; 鞭炮,The children lit firecrackers.,Firecrackers are used in celebrations.
fireproof,adj.,fire- fire; proof- resistant,防火的; 耐火的,The building is fireproof.,They installed fireproof doors.
fishery,n.,fish- fish; -ery place,漁業; 漁場,The country has a large fishery industry.,The fishery provides many jobs.
flake,n./v.,flake- thin piece,薄片; 雪花; 成薄片剝落,Snowflakes are delicate flakes of ice.,The paint began to flake off.
flaw,n./v.,flaw- crack,缺陷; 瑕疵; 使有缺陷,The diamond had a minor flaw.,His argument was flawed.
flourish,v./n.,flour- flower,繁榮; 茂盛; 炫耀,The business flourished.,The arts flourished in the city.
flunk,v./n.,flunk- fail,不及格; 失敗,He flunked the exam.,She got a flunking grade.
foe,n.,foe- enemy,敵人; 對手,He faced his foe in battle.,They were bitter foes.
folklore,n.,folk- people; lore- learning,民間傳說; 民俗,The book collects local folklore.,She studies folklore.
formidable,adj.,formid- fear; -able capable of,可怕的; 強大的,He faced a formidable opponent.,The task was formidable.
formulate,v.,form- form; -ul- small; -ate make/cause to be,規劃; 制定,They formulated a new plan.,He formulated a theory.
forsake,v.,for- away; sake- seek,放棄; 拋棄,He forsook his old friends.,She would never forsake her principles.
forthcoming,adj.,forth- forward; coming- coming,即將到來的; 現成的,The forthcoming election is important.,The information is not forthcoming.
fortify,v.,fort- strong; -fy make,加強; 築防禦工事,They fortified the castle.,The milk is fortified with vitamins.
fowl,n.,fowl- bird,家禽; 鳥,They raise fowl on the farm.,He hunted wild fowl.
fracture,n./v.,fract- break; -ure act/state of,骨折; 裂縫; 骨折,He suffered a fracture in his leg.,The bone fractured.
fragrance,n.,fragr- smell; -ance state/quality,芬芳; 香氣,The fragrance of roses filled the air.,She wore a delicate fragrance.
fragrant,adj.,fragr- smell; -ant being,芬芳的; 芳香的,The fragrant flowers bloomed.,She picked some fragrant herbs.
frantic,adj.,fran- mad,狂亂的; 慌亂的,She was frantic with worry.,He made a frantic search for his keys.
freak,n./v.,freak- sudden change,怪人; 畸形; 使反常,He was a bit of a freak.,The weather freaked them out.
freeway,n.,free- free; way- way,高速公路,They drove on the freeway.,The freeway was crowded.
friction,n.,frict- rub; -ion act/state of,摩擦; 衝突,There was friction between the two departments.,The friction caused heat.
fume,v./n.,fum- smoke,冒煙; 憤怒; 煙,He fumed at the injustice.,The fumes from the exhaust were toxic.
fury,n.,fur- rage,狂怒; 暴怒,She was filled with fury.,His fury was uncontrollable.
fuse,n./v.,fus- pour,保險絲; 熔化; 合併,The fuse blew.,The wires fused together.
fuss,n./v.,fuss- bother,大驚小怪; 忙亂; 煩惱,She made a fuss about nothing.,He didn't want to fuss over details.
gallop,n./v.,gallop- run,疾馳; 飛奔,The horse went into a gallop.,They galloped across the field.
gangster,n.,gang- gang; -ster person,歹徒; 匪徒,He was a notorious gangster.,The police arrested the gangster.
garment,n.,gar- dress; -ment result of,服裝; 衣服,She wore a beautiful garment.,The factory produces garments.
gauge,n./v.,gauge- measure,測量; 衡量; 測量器,He used a gauge to measure the pressure.,It's hard to gauge his reaction.
gay,adj./n.,gay- joyful,同性戀的; 快樂的; 同性戀者,He is openly gay.,They had a gay old time.
geographical,adj.,geo- earth; -graph- write; -ical pertaining to,地理的; 地理學的,He studies geographical features.,The geographical location is important.
geometry,n.,geo- earth; -metry- measure,幾何學,She is good at geometry.,Geometry is a branch of mathematics.
glacier,n.,glac- ice,冰川,The glacier moved slowly.,They hiked on the glacier.
glamorous,adj.,glamour- charm; -ous full of,迷人的; 富有魅力的,She led a glamorous life.,The actress looked glamorous.
glamour,n.,glamour- charm,魅力; 誘惑力,She has a lot of glamour.,The glamour of Hollywood.
gleam,n./v.,gleam- shine,微光; 閃爍,A gleam of hope appeared.,His eyes gleamed with excitement.
glide,v./n.,glide- slide,滑行; 滑翔,The bird glided through the air.,The dancer moved with a smooth glide.
glitter,n./v.,glitter- shine,閃光; 閃爍,The glitter of the jewels caught her eye.,The snow glittered in the sun.
gloom,n./v.,gloom- darkness,陰暗; 憂鬱; 變陰暗,The room was filled with gloom.,A sense of gloom settled over them.
goalkeeper,n.,goal- goal; keep- keep; -er person,守門員,The goalkeeper saved the penalty.,He is a talented goalkeeper.
goodwill,n.,good- good; will- will,善意; 友好,They extended their goodwill.,The company has a lot of goodwill.
gorilla,n.,gorilla- African ape,大猩猩,We saw a gorilla at the zoo.,Gorillas are powerful animals.
gospel,n.,god- good; spel- news,福音; 真理,He preached the gospel.,The gospel of peace.
grapefruit,n.,grape- grape; fruit- fruit,葡萄柚,She ate a grapefruit for breakfast.,He squeezed a grapefruit.
graze,v.,graze- touch lightly,吃草; 放牧; 擦傷,The cows grazed in the field.,He grazed his knee.
grease,n./v.,grease- fat,油脂; 潤滑脂; 塗油,He cleaned the grease from the pan.,She greased the baking tray.
groan,n./v.,groan- sound,呻吟; 抱怨,He let out a groan of pain.,The old man groaned.
growl,n./v.,growl- sound,咆哮; 吼叫,The dog let out a low growl.,He growled in frustration.
grumble,v./n.,grumble- complain,抱怨; 發牢騷,He grumbled about the weather.,She had a grumble about the service.
hacker,n.,hack- cut; -er person,黑客,The hacker gained access to the system.,He is a skilled hacker.
hail,n./v.,hail- frozen rain,冰雹; 歡呼; 招呼,Hailstones fell from the sky.,They hailed the taxi.
hamper,v.,hamper- hinder,阻礙; 妨礙,The bad weather hampered their progress.,Lack of funds hampered the project.
handicap,n./v.,hand- hand; cap- cap,障礙; 不利條件; 妨礙,His poor eyesight was a handicap.,The injury handicapped his career.
handicraft,n.,hand- hand; craft- skill,手工藝; 手工藝品,She sells handicrafts at the market.,The region is known for its handicrafts.
harass(ment),v./(n.),harass- trouble,騷擾; 煩惱,He was accused of harassment.,She felt harassed by his calls.
harden,v.,hard- hard; -en make,使變硬; 變堅硬,The clay hardened in the sun.,His heart hardened.
harmonica,n.,harmon- harmony; -ica instrument,口琴,He played the harmonica.,She learned to play the harmonica.
harness,n./v.,harness- armor,馬具; 挽具; 利用,He put the harness on the horse.,They harnessed the power of the sun.
haunt,v./n.,haunt- frequent,纏繞; 出沒; 常去的地方,The old house is said to be haunted.,Memories of the war haunted him.
headphone(s),n.,head- head; phone- sound,耳機,He listened to music on his headphones.,She wore headphones while working.
healthful,adj.,health- health; -ful full of,有益健康的,Eating fruits and vegetables is healthful.,He leads a healthful lifestyle.
hearty,adj.,heart- heart; -y full of,衷心的; 豐盛的,He gave a hearty laugh.,They enjoyed a hearty meal.
hedge,n./v.,hedge- fence,樹籬; 障礙; 規避,The garden was surrounded by a hedge.,He tried to hedge his bets.
heighten,v.,high- high; -en make,提高; 加強,The tension heightened.,The music heightened the drama.
hemisphere,n.,hemi- half; sphere- sphere,半球,The Earth is divided into two hemispheres.,He lives in the Northern Hemisphere.
heroic,adj./n.,hero- hero; -ic pertaining to,英雄的; 英勇的; 英雄人物,He made a heroic effort.,She performed a heroic act.
heroin,n.,hero- hero; -in substance,海洛因,Heroin is a dangerous drug.,He was addicted to heroin.
heterosexual,adj./n.,hetero- other; sex- sex; -al pertaining to,異性戀的; 異性戀者,He is heterosexual.,The couple is heterosexual.
hierarchy,n.,hier- sacred; -archy- rule,等級制度; 階層,There is a strict hierarchy in the company.,He is at the top of the hierarchy.
hijack,v./n.,high- high; jack- seize,劫持; 劫機,The terrorists hijacked the plane.,There was a plane hijack.
hoarse,adj.,hoarse- rough,嘶啞的; 粗啞的,His voice was hoarse from shouting.,She had a hoarse cough.
homosexual,adj./n.,homo- same; sex- sex; -al pertaining to,同性戀的; 同性戀者,She is homosexual.,He is a homosexual man.
honorary,adj.,honor- honor; -ary pertaining to,榮譽的; 名譽的,He received an honorary degree.,She was made an honorary member.
hospitable,adj.,hospit- guest; -able capable of,好客的; 熱情友好的,They were very hospitable hosts.,The people were hospitable.
hospitality,n.,hospit- guest; -ality state/quality,好客; 殷勤,They showed great hospitality.,The hotel is known for its hospitality.
hospitalize,v.,hospit- guest; -al- pertaining to; -ize make,使住院,He was hospitalized after the accident.,She was hospitalized for a week.
hostel,n.,host- guest,青年旅社; 招待所,They stayed in a youth hostel.,The hostel provides cheap accommodation.
hover,v./n.,hover- hang,盤旋; 徘徊,The helicopter hovered above the building.,A hawk hovered in the sky.
humiliate,v.,humil- humble; -iate make/cause to be,羞辱; 使丟臉,He humiliated her in front of everyone.,She felt humiliated.
hunch,n./v.,hunch- hump,預感; 直覺; 弓起,He had a hunch that something was wrong.,She hunched her shoulders.
hurdle,n./v.,hurdle- obstacle,障礙; 跨欄; 克服,They faced many hurdles.,He hurdled over the fence.
hybrid,adj./n.,hybr- mixed,混合的; 雜種; 混合物,The car is a hybrid.,It's a hybrid of two different cultures.
hygiene,n.,hygi- health,衛生; 衛生學,Good personal hygiene is important.,They taught children about hygiene.
hypocrite,n.,hypo- under; -crit- judge,偽君子; 偽善者,He was a hypocrite.,She accused him of being a hypocrite.
iceberg,n.,ice- ice; berg- mountain,冰山,The ship hit an iceberg.,That's just the tip of the iceberg.
illuminate,v.,il- in; -lumin- light; -ate make/cause to be,照亮; 闡明,The streetlights illuminated the path.,He illuminated the complex issue.
imminent,adj.,im- in; -min- project,即將來臨的; 迫近的,The storm was imminent.,War seemed imminent.
imperative,adj./n.,im- in; -per- through; -ative tending to,必要的; 緊急的; 命令,It is imperative that we act now.,He spoke in an imperative tone.
imperial,adj.,im- in; -per- through; -ial pertaining to,帝國的; 皇帝的,The British Imperial system.,The imperial palace is magnificent.
implicit,adj.,im- in; -plic- fold; -it go,含蓄的; 暗示的,His silence was an implicit agreement.,There was an implicit trust between them.
imposing,adj.,im- in; -pos- put; -ing present participle,氣勢宏偉的; 令人印象深刻的,The building was very imposing.,He had an imposing presence.
imprison(ment),v./(n.),im- in; -pris- seize; -on act/state of,監禁; 束縛,He was imprisoned for theft.,He spent years in imprisonment.
incline,v./n.,in- in; -clin- lean,傾斜; 傾向; 斜坡,The road inclines upwards.,He has an incline to laziness.
inclusive,adj.,in- in; -clus- shut; -ive tending to,包容的; 包括的,The price is inclusive of tax.,They promote an inclusive society.
incur,v.,in- in; -cur- run,招致; 遭受,He incurred heavy debts.,The company incurred losses.
indifference,n.,in- not; dif- apart; -fer- carry; -ence state/quality,冷漠; 不關心,He showed complete indifference to her feelings.,Her indifference hurt him.
indignant,adj.,in- not; -dign- worthy; -ant being,憤慨的; 義憤的,She was indignant at the injustice.,He felt indignant about the unfair treatment.
induce,v.,in- in; -duc- lead,引誘; 引起,The drug induced sleep.,His speech induced a riot.
industrialize,v.,in- in; -dustr- build; -ial- pertaining to; -ize make,使工業化,The country began to industrialize.,They industrialized their economy.
infectious,adj.,in- in; -fect- make; -ious full of,傳染性的; 有感染力的,The disease is highly infectious.,Her enthusiasm was infectious.
infer,v.,in- in; -fer- carry,推斷; 推論,What can you infer from this statement?,He inferred that she was unhappy.
inflict,v.,in- in; -flict- strike,施加; 使遭受,They inflicted heavy losses on the enemy.,The storm inflicted damage on the town.
inhabit,v.,in- in; -habit- dwell,居住於; 棲息於,Many animals inhabit the forest.,He inhabits an old house.
inhabitant,n.,in- in; -habit- dwell; -ant person,居民; 居住者,The inhabitants of the village were friendly.,The city has millions of inhabitants.
injustice,n.,in- not; justice- justice,不公正; 不公,They fought against social injustice.,He suffered a great injustice.
inland,adj./adv./n.,in- in; land- land,內陸的; 在內陸; 內陸,The town is located inland.,They traveled inland.
innumerable,adj.,in- not; numer- number; -able capable of,無數的; 數不清的,There are innumerable stars in the sky.,He had innumerable problems.
inquire,v.,in- in; -quir- seek,詢問; 查問,She inquired about the price.,He inquired into the matter.
insistence,n.,in- in; -sist- stand; -ence state/quality,堅持; 堅決要求,"At his insistence, they stayed.",Her insistence on perfection was annoying.
instinctive,adj.,in- in; -stinct- prick; -ive tending to,本能的; 直覺的,His reaction was instinctive.,She had an instinctive fear of heights.
intake,n.,in- in; take- take,攝入量; 進氣口,Reduce your sugar intake.,The engine has a large air intake.
intellect,n.,inter- between; -lect- choose,智力; 才智,He has a keen intellect.,She is a woman of great intellect.
interpreter,n.,inter- between; -pret- explain; -er person,口譯員; 解釋者,She worked as an interpreter.,He needed an interpreter to communicate.
intersection,n.,inter- between; -sect- cut; -ion act/state of,交叉口; 交叉點,Be careful at the intersection.,The intersection of two roads.
intervene,v.,inter- between; -ven- come,干預; 介入,The police intervened to stop the fight.,He intervened in the dispute.
intimacy,n.,intim- innermost; -acy state/quality,親密; 親近,They shared a deep intimacy.,The intimacy of their relationship.
intimidate,v.,in- in; -timid- fear; -ate make/cause to be,恐嚇; 威脅,He tried to intimidate her.,Don't let them intimidate you.
intonation,n.,in- in; -ton- tone; -ation act/state of,語調; 聲調,Her intonation was perfect.,He spoke with a rising intonation.
intrigue,n./v.,in- in; -trig- trick,陰謀; 詭計; 激起興趣,The plot was full of intrigue.,The mystery intrigued him.
intrude,v.,in- in; -trud- thrust,闖入; 侵入,He intruded on their privacy.,Don't intrude where you're not wanted.
intruder,n.,in- in; -trud- thrust; -er person,入侵者; 不速之客,The intruder broke into the house.,They caught the intruder.
invaluable,adv.,in- not; value- value; -able capable of,無價的; 寶貴的,His advice was invaluable.,The experience was invaluable.
invariably,adv.,in- not; vari- vary; -able capable of; -ly in a manner,總是; 不變地,He invariably arrived late.,The weather is invariably cold in winter.
inventory,n./v.,in- in; -vent- come; -ory place,存貨; 盤點,The store took inventory.,They conducted an inventory of their assets.
ironic,adj.,iron- opposite; -ic pertaining to,諷刺的; 具有諷刺意味的,It's ironic that he lost his job after winning the lottery.,His comment was ironic.
irritable,adj.,ir- not; -rit- rub; -able capable of,易怒的; 煩躁的,He was in an irritable mood.,She gets irritable when she's tired.
irritate,v.,ir- not; -rit- rub; -ate make/cause to be,刺激; 激怒,The dust irritated her eyes.,His constant complaining irritated me.
isle,n.,isle- island,小島; 島嶼,They visited a small isle.,The Isle of Wight.
itch,n./v.,itch- itch,癢; 渴望,He had an itch on his arm.,I'm itching to go on vacation.
ivy,n.,ivy- plant,常春藤,Ivy grew on the old wall.,The house was covered in ivy.
jade,n.,jade- stone,翡翠; 碧玉,She wore a jade necklace.,The statue was carved from jade.
janitor,n.,jan- door; -itor agent,看門人; 清潔工,The janitor cleaned the school.,He works as a janitor.
jasmine,n.,jasm- flower,茉莉花,The garden was filled with the scent of jasmine.,She picked some jasmine flowers.
jingle,n./v.,jing- sound,叮噹聲; 廣告歌; 發出叮噹聲,The bells jingled.,The company used a catchy jingle.
jockey,n./v.,jock- horseman,賽馬騎師; 操縱,The jockey rode the winning horse.,He tried to jockey for position.
jolly,adj./adv./v./n.,jolly- joyful,愉快的; 快活的; 玩樂,He was a jolly old man.,They had a jolly time.
joyous,adj.,joy- joy; -ous full of,歡樂的; 快樂的,It was a joyous occasion.,They celebrated with joyous songs.
junction,n.,junct- join; -ion act/state of,連接點; 交叉口,The two roads meet at a junction.,The railway junction was busy.
kin,n./adj.,kin- family,親屬; 有親屬關係的,He has no kin in the city.,They are distant kin.
kindle,v.,kindle- light,點燃; 激起,He kindled a fire.,Her words kindled hope in his heart.
knowledgeable,adj.,know- know; -ledge- knowledge; -able capable of,知識淵博的; 有見識的,She is very knowledgeable about history.,He is a knowledgeable expert.
lad,n.,lad- boy,小夥子; 少年,He was a young lad.,The lads went out to play.
landlady,n.,land- land; lady- lady,女房東,She paid the rent to her landlady.,The landlady was very kind.
landslide,n.,land- land; slide- slide,山體滑坡; 壓倒性勝利,The landslide blocked the road.,He won the election by a landslide.
latitude,n.,lat- wide; -itude state/quality,緯度; 自由,The city is at 30 degrees north latitude.,They were given a lot of latitude.
lavish,adj.,lav- wash,奢華的; 大方的,They lived a lavish lifestyle.,He was lavish with his praise.
layman,n.,lay- lay; man- man,門外漢; 外行,He explained it in terms a layman could understand.,"To the layman, it seems complicated."
layout,n.,lay- lay; out- out,佈局; 版面設計,The layout of the garden was beautiful.,The magazine has a good layout.
lease,n.,lease- let,租約; 租賃,They signed a lease for the apartment.,He leased the car for three years.
legislator,n.,legis- law; -lat- carry; -or agent,立法者; 立法委員,The legislators passed a new law.,She is a respected legislator.
lengthy,adj.,length- length; -y full of,冗長的; 漫長的,He gave a lengthy speech.,The process was lengthy.
lesbian,adj.,Lesbos- island,女同性戀的,She is a lesbian woman.,They are a lesbian couple.
lessen,v.,less- less; -en make,減少; 減輕,The pain lessened.,They tried to lessen the impact.
lethal,adj.,leth- death; -al pertaining to,致命的; 危險的,The snake's venom is lethal.,He received a lethal dose.
liable,adj.,li- bind; -able capable of,有責任的; 易於...的,You are liable for the damage.,He is liable to make mistakes.
liberate,v.,liber- free; -ate make/cause to be,解放; 釋放,They liberated the city.,He was liberated from prison.
liberation,n.,liber- free; -ation act/state of,解放; 釋放,The liberation of the country was celebrated.,Women's liberation movement.
lieutenant,n.,lieu- place; ten- hold,中尉; 副官,He was promoted to lieutenant.,She is a police lieutenant.
lifelong,adj.,life- life; long- long,終身的; 畢生的,He made a lifelong friend.,She has a lifelong passion for music.
lighten,v.,light- light; -en make,減輕; 變亮,The burden was lightened.,The sky began to lighten.
limp,n./v.,limp- weak,跛行; 蹣跚,He walked with a limp.,The injured bird limped away.
liner,n.,line- line; -er agent,班輪; 襯裡,The ocean liner sailed across the Atlantic.,The coat has a warm liner.
linger,v.,linger- delay,逗留; 徘徊,She lingered in the shop.,The smell of smoke lingered in the air.
lining,n.,line- line; -ing act/state of,襯裡; 內襯,The coat has a silk lining.,He sewed a new lining into the jacket.
liter,n.,liter- measure,升,He bought a liter of milk.,The bottle holds two liters.
literacy,n.,liter- letter; -acy state/quality,識字; 讀寫能力,They promote adult literacy.,Literacy rates have improved.
